OrderID,OrderDate,CustomerID,Region,Category,Quantity,UnitPrice,PaymentMethod,CustomerAge,Sales,OrderMonth,OrderYear,Weekday
1312,2023-07-14,241,East,Home & Kitchen,1,391.14,Credit Card,31.0,391.14,2023-07,2023,Friday
1047,2024-10-08,345,South,Electronics,8,455.86,Debit Card,38.0,3646.88,2024-10,2024,Tuesday
1342,2023-06-21,49,South,Electronics,6,137.27,UPI,44.0,823.62,2023-06,2023,Wednesday
2201,2023-10-13,177,West,Books,9,210.35,Credit Card,46.0,1893.15,2023-10,2023,Friday
1836,2024-08-26,238,North,Sports,8,279.32,Debit Card,67.0,2234.56,2024-08,2024,Monday
1888,2023-10-01,186,North,Books,1,446.45,UPI,58.0,446.45,2023-10,2023,Sunday
2400,2023-01-12,474,North,Sports,8,174.53,UPI,44.0,1396.24,2023-01,2023,Thursday
2596,2023-02-09,216,North,Home & Kitchen,9,221.2,Wallet,69.0,1990.8,2023-02,2023,Thursday
1279,2024-10-20,226,East,Sports,6,310.82,Wallet,37.0,1864.92,2024-10,2024,Sunday
2632,2023-09-15,67,East,Clothing,3,255.34,Cash,50.0,766.02,2023-09,2023,Friday
2023,2024-12-25,118,West,Clothing,3,223.56,Wallet,68.0,670.68,2024-12,2024,Wednesday
1639,2024-03-26,465,West,Clothing,1,465.57,UPI,51.0,465.57,2024-03,2024,Tuesday
2621,2023-01-31,157,South,Books,3,71.84,Wallet,46.0,215.52,2023-01,2023,Tuesday
2975,2023-10-09,497,South,Clothing,7,367.57,Credit Card,52.0,2572.99,2023-10,2023,Monday
1195,2024-08-30,420,North,Books,5,302.47,Debit Card,21.0,1512.35,2024-08,2024,Friday
2932,2023-09-18,122,West,Home & Kitchen,2,242.99,Wallet,61.0,485.98,2023-09,2023,Monday
1807,2023-11-26,278,West,Clothing,5,482.52,Credit Card,24.0,2412.6,2023-11,2023,Sunday
2639,2023-02-15,439,North,Electronics,1,147.53,UPI,60.0,147.53,2023-02,2023,Wednesday
2519,2024-12-11,327,South,Electronics,7,49.65,UPI,21.0,347.55,2024-12,2024,Wednesday
1373,2024-10-24,264,West,Books,6,268.31,Cash,24.0,1609.86,2024-10,2024,Thursday
1801,2024-07-16,488,North,Books,9,282.87,Debit Card,44.0,2545.83,2024-07,2024,Tuesday
1505,2023-09-25,310,West,Books,8,43.96,UPI,52.0,351.68,2023-09,2023,Monday
2817,2023-01-09,213,South,Clothing,9,48.04,Credit Card,44.0,432.36,2023-01,2023,Monday
2302,2024-10-27,399,West,Books,8,245.76,Debit Card,24.0,1966.08,2024-10,2024,Sunday
2227,2023-12-15,495,South,Electronics,6,99.57,Credit Card,55.0,597.42,2023-12,2023,Friday
1299,2023-06-02,409,West,Home & Kitchen,2,124.67,Cash,34.0,249.34,2023-06,2023,Friday
2199,2024-03-04,423,North,Books,4,287.48,Wallet,18.0,1149.92,2024-03,2024,Monday
1451,2024-05-02,419,South,Electronics,4,268.38,UPI,61.0,1073.52,2024-05,2024,Thursday
2043,2024-07-28,325,North,Electronics,2,29.4,UPI,43.0,58.8,2024-07,2024,Sunday
1110,2024-11-05,316,West,Sports,3,101.09,Wallet,49.0,303.27,2024-11,2024,Tuesday
1818,2023-07-02,483,East,Sports,9,156.59,Debit Card,45.0,1409.31,2023-07,2023,Sunday
2945,2024-08-14,285,South,Books,3,356.11,Credit Card,26.0,1068.33,2024-08,2024,Wednesday
2298,2023-10-05,72,North,Sports,9,220.93,Credit Card,30.0,1988.37,2023-10,2023,Thursday
1427,2023-09-26,142,North,Books,6,246.3,Cash,66.0,1477.8,2023-09,2023,Tuesday
1563,2024-01-31,457,East,Home & Kitchen,3,109.13,Wallet,24.0,327.39,2024-01,2024,Wednesday
1596,2023-08-23,485,South,Sports,7,419.13,Debit Card,35.0,2933.91,2023-08,2023,Wednesday
2657,2024-02-16,380,South,Electronics,4,391.77,Wallet,44.0,1567.08,2024-02,2024,Friday
1096,2023-02-10,331,West,Sports,6,422.06,Debit Card,52.0,2532.36,2023-02,2023,Friday
2891,2023-04-27,64,East,Home & Kitchen,4,337.33,Debit Card,61.0,1349.32,2023-04,2023,Thursday
2720,2024-01-22,45,North,Electronics,3,424.44,Wallet,62.0,1273.32,2024-01,2024,Monday
1020,2023-11-05,264,West,Books,5,232.99,UPI,50.0,1164.95,2023-11,2023,Sunday
1692,2024-10-29,443,North,Sports,9,61.13,UPI,61.0,550.17,2024-10,2024,Tuesday
2052,2023-07-17,254,North,Home & Kitchen,2,93.33,Wallet,66.0,186.66,2023-07,2023,Monday
2349,2023-04-23,375,South,Sports,2,368.03,Credit Card,51.0,736.06,2023-04,2023,Sunday
1947,2024-06-26,24,West,Home & Kitchen,2,470.57,Wallet,44.0,941.14,2024-06,2024,Wednesday
2282,2024-12-14,379,East,Sports,4,56.06,Debit Card,43.0,224.24,2024-12,2024,Saturday
2159,2023-12-13,384,South,Home & Kitchen,4,404.02,Credit Card,48.0,1616.08,2023-12,2023,Wednesday
2674,2023-04-30,189,South,Books,4,202.04,Wallet,18.0,808.16,2023-04,2023,Sunday
2774,2024-08-29,423,East,Books,7,270.42,Wallet,53.0,1892.94,2024-08,2024,Thursday
2942,2024-12-07,274,East,Sports,4,423.64,UPI,41.0,1694.56,2024-12,2024,Saturday
1223,2024-11-14,452,East,Electronics,8,67.92,Debit Card,53.0,543.36,2024-11,2024,Thursday
2436,2024-08-16,66,West,Home & Kitchen,8,93.42,Wallet,63.0,747.36,2024-08,2024,Friday
1739,2024-01-20,261,West,Sports,2,109.55,Wallet,45.0,219.1,2024-01,2024,Saturday
2794,2023-03-27,84,South,Sports,1,279.31,UPI,44.0,279.31,2023-03,2023,Monday
1926,2023-10-09,14,South,Books,4,468.74,Wallet,55.0,1874.96,2023-10,2023,Monday
1112,2023-10-16,473,West,Clothing,7,467.74,Cash,43.0,3274.18,2023-10,2023,Monday
1946,2023-08-31,394,South,Sports,3,130.48,Debit Card,47.0,391.44,2023-08,2023,Thursday
2040,2024-09-28,137,West,Books,8,440.92,Wallet,37.0,3527.36,2024-09,2024,Saturday
2555,2024-08-02,476,East,Clothing,3,158.09,Wallet,27.0,474.27,2024-08,2024,Friday
2140,2024-01-06,475,East,Electronics,4,420.51,UPI,44.0,1682.04,2024-01,2024,Saturday
1314,2024-10-01,487,East,Books,1,117.91,Debit Card,56.0,117.91,2024-10,2024,Tuesday
1288,2024-08-09,419,South,Home & Kitchen,5,160.64,Cash,44.0,803.2,2024-08,2024,Friday
2362,2023-05-28,325,South,Home & Kitchen,6,399.49,UPI,21.0,2396.94,2023-05,2023,Sunday
2594,2024-07-21,465,North,Electronics,2,239.35,Wallet,30.0,478.7,2024-07,2024,Sunday
2123,2024-08-26,205,South,Electronics,6,160.85,UPI,43.0,965.1,2024-08,2024,Monday
2910,2024-08-21,443,East,Books,4,75.83,Debit Card,18.0,303.32,2024-08,2024,Wednesday
2809,2024-11-16,419,North,Clothing,7,76.2,Debit Card,20.0,533.4,2024-11,2024,Saturday
1464,2024-11-27,166,East,Electronics,7,179.39,Wallet,63.0,1255.73,2024-11,2024,Wednesday
1636,2024-06-14,173,West,Sports,7,210.42,Credit Card,30.0,1472.94,2024-06,2024,Friday
2511,2024-03-15,435,East,Books,2,89.49,Credit Card,50.0,178.98,2024-03,2024,Friday
2701,2023-02-08,41,North,Sports,9,196.94,Wallet,44.0,1772.46,2023-02,2023,Wednesday
2232,2023-02-23,138,South,Home & Kitchen,8,197.48,Wallet,44.0,1579.84,2023-02,2023,Thursday
1362,2023-06-10,130,East,Home & Kitchen,9,27.8,Cash,37.0,250.2,2023-06,2023,Saturday
2206,2024-08-12,198,East,Books,5,306.72,Wallet,54.0,1533.6,2024-08,2024,Monday
1456,2024-03-22,316,East,Home & Kitchen,2,111.21,Wallet,46.0,222.42,2024-03,2024,Friday
1018,2023-05-11,341,East,Clothing,8,78.95,UPI,32.0,631.6,2023-05,2023,Thursday
1886,2023-12-29,136,South,Clothing,9,134.71,Cash,51.0,1212.39,2023-12,2023,Friday
2439,2024-02-06,248,West,Books,5,256.73,Wallet,29.0,1283.65,2024-02,2024,Tuesday
1378,2023-04-14,453,South,Books,3,85.64,Cash,40.0,256.92,2023-04,2023,Friday
1829,2024-11-02,149,West,Books,5,142.24,Debit Card,44.0,711.2,2024-11,2024,Saturday
2459,2024-02-01,143,South,Sports,1,234.97,UPI,29.0,234.97,2024-02,2024,Thursday
2798,2024-12-14,2,West,Electronics,1,129.85,Credit Card,60.0,129.85,2024-12,2024,Saturday
2284,2024-09-23,427,West,Clothing,8,398.56,UPI,37.0,3188.48,2024-09,2024,Monday
1862,2023-09-14,407,West,Sports,5,5.39,Credit Card,24.0,26.95,2023-09,2023,Thursday
2003,2024-02-23,192,West,Books,4,446.58,Debit Card,50.0,1786.32,2024-02,2024,Friday
1055,2023-08-30,142,East,Electronics,4,24.58,Cash,55.0,98.32,2023-08,2023,Wednesday
1264,2023-09-20,167,East,Home & Kitchen,3,245.79,Wallet,44.0,737.37,2023-09,2023,Wednesday
1102,2023-05-09,213,East,Clothing,7,35.04,Credit Card,58.0,245.28,2023-05,2023,Tuesday
1287,2024-09-19,143,North,Sports,9,233.59,Credit Card,61.0,2102.31,2024-09,2024,Thursday
2124,2024-01-13,70,North,Clothing,3,62.82,Credit Card,25.0,188.46,2024-01,2024,Saturday
1250,2024-05-25,170,West,Books,2,454.19,Credit Card,69.0,908.38,2024-05,2024,Saturday
2183,2023-12-08,117,South,Electronics,9,239.35,Cash,43.0,2154.15,2023-12,2023,Friday
2346,2023-01-11,129,South,Books,5,283.6,Cash,54.0,1418.0,2023-01,2023,Wednesday
2464,2024-03-01,117,West,Electronics,4,393.98,Debit Card,40.0,1575.92,2024-03,2024,Friday
2959,2023-07-23,305,West,Home & Kitchen,5,134.75,Credit Card,66.0,673.75,2023-07,2023,Sunday
1345,2024-04-21,444,North,Clothing,6,307.77,Debit Card,67.0,1846.62,2024-04,2024,Sunday
2925,2023-03-25,315,East,Home & Kitchen,1,204.76,Cash,26.0,204.76,2023-03,2023,Saturday
2964,2024-07-09,309,East,Books,6,472.06,Cash,32.0,2832.36,2024-07,2024,Tuesday
1562,2024-09-03,463,West,Home & Kitchen,5,100.76,Wallet,33.0,503.8,2024-09,2024,Tuesday
1442,2024-10-02,323,South,Sports,8,155.12,Cash,44.0,1240.96,2024-10,2024,Wednesday
1061,2024-03-30,446,South,Clothing,8,51.29,Credit Card,54.0,410.32,2024-03,2024,Saturday
1393,2024-05-26,400,South,Books,3,5.2,UPI,50.0,15.6,2024-05,2024,Sunday
1591,2023-08-11,124,North,Clothing,4,186.8,UPI,34.0,747.2,2023-08,2023,Friday
1529,2024-05-07,96,West,Books,4,128.7,Debit Card,58.0,514.8,2024-05,2024,Tuesday
1364,2023-11-19,172,West,Clothing,7,172.58,Wallet,27.0,1208.06,2023-11,2023,Sunday
2352,2023-11-06,269,West,Books,7,53.32,Debit Card,44.0,373.24,2023-11,2023,Monday
1211,2024-11-29,397,South,Electronics,4,383.73,Debit Card,64.0,1534.92,2024-11,2024,Friday
1282,2024-02-08,149,West,Electronics,7,481.37,UPI,57.0,3369.59,2024-02,2024,Thursday
2731,2024-06-22,445,West,Books,13,358.51,Wallet,64.0,4660.63,2024-06,2024,Saturday
1684,2024-07-19,444,East,Clothing,2,317.14,Credit Card,31.0,634.28,2024-07,2024,Friday
2267,2024-01-21,66,West,Books,2,482.09,Wallet,52.0,964.18,2024-01,2024,Sunday
1798,2023-12-01,183,South,Home & Kitchen,3,436.13,Credit Card,23.0,1308.39,2023-12,2023,Friday
2252,2023-01-07,213,North,Electronics,8,63.38,Debit Card,44.0,507.04,2023-01,2023,Saturday
2646,2024-11-30,214,East,Sports,4,478.18,Wallet,63.0,1912.72,2024-11,2024,Saturday
2089,2023-02-16,326,East,Home & Kitchen,2,24.1,Cash,63.0,48.2,2023-02,2023,Thursday
1702,2023-06-27,467,East,Books,5,78.31,UPI,55.0,391.55,2023-06,2023,Tuesday
1719,2023-01-10,152,West,Home & Kitchen,7,41.72,UPI,53.0,292.04,2023-01,2023,Tuesday
1325,2024-07-16,109,South,Clothing,2,273.17,Debit Card,20.0,546.34,2024-07,2024,Tuesday
1699,2024-10-09,343,South,Sports,6,23.66,UPI,40.0,141.96,2024-10,2024,Wednesday
2721,2024-05-21,1,West,Sports,8,9.72,Credit Card,69.0,77.76,2024-05,2024,Tuesday
1029,2023-11-10,193,South,Home & Kitchen,8,213.78,Credit Card,45.0,1710.24,2023-11,2023,Friday
2359,2023-11-08,247,North,Books,1,264.94,Wallet,18.0,264.94,2023-11,2023,Wednesday
1611,2023-07-13,183,South,Books,7,73.43,UPI,44.0,514.01,2023-07,2023,Thursday
1360,2023-07-10,342,North,Sports,4,9.61,Credit Card,18.0,38.44,2023-07,2023,Monday
2666,2023-11-20,142,West,Sports,7,72.44,UPI,44.0,507.08,2023-11,2023,Monday
2813,2024-03-03,301,West,Sports,6,305.08,Credit Card,23.0,1830.48,2024-03,2024,Sunday
1225,2024-11-02,263,East,Sports,4,227.32,Wallet,60.0,909.28,2024-11,2024,Saturday
1448,2023-04-28,466,South,Home & Kitchen,7,224.15,Cash,33.0,1569.05,2023-04,2023,Friday
2854,2023-12-22,48,West,Sports,9,433.53,UPI,29.0,3901.77,2023-12,2023,Friday
2732,2024-08-06,240,South,Electronics,4,431.31,Credit Card,44.0,1725.24,2024-08,2024,Tuesday
1856,2023-12-16,436,West,Sports,5,52.58,Cash,44.0,262.9,2023-12,2023,Saturday
2426,2023-09-07,139,North,Books,8,310.76,Wallet,55.0,2486.08,2023-09,2023,Thursday
2717,2023-03-25,333,North,Sports,8,382.59,UPI,56.0,3060.72,2023-03,2023,Saturday
2228,2023-01-08,424,North,Home & Kitchen,2,223.17,Credit Card,66.0,446.34,2023-01,2023,Sunday
2498,2023-05-26,84,North,Books,5,311.08,UPI,62.0,1555.4,2023-05,2023,Friday
1748,2024-11-07,480,East,Sports,9,485.75,UPI,45.0,4371.75,2024-11,2024,Thursday
2978,2023-02-04,383,East,Clothing,4,222.32,Cash,31.0,889.28,2023-02,2023,Saturday
2085,2023-06-06,129,East,Clothing,7,267.26,UPI,53.0,1870.82,2023-06,2023,Tuesday
1817,2024-10-24,405,East,Electronics,3,159.29,UPI,36.0,477.87,2024-10,2024,Thursday
2295,2023-10-08,164,West,Home & Kitchen,9,184.78,Debit Card,60.0,1663.02,2023-10,2023,Sunday
1152,2024-06-24,432,North,Home & Kitchen,3,480.0,UPI,23.0,1440.0,2024-06,2024,Monday
1216,2024-07-19,241,South,Clothing,1,328.73,Wallet,19.0,328.73,2024-07,2024,Friday
1099,2023-03-06,310,East,Electronics,8,238.05,Debit Card,55.0,1904.4,2023-03,2023,Monday
2768,2023-03-13,225,North,Home & Kitchen,8,305.22,Debit Card,22.0,2441.76,2023-03,2023,Monday
1475,2023-12-07,336,West,Clothing,1,137.55,Cash,18.0,137.55,2023-12,2023,Thursday
2361,2024-07-01,283,North,Clothing,8,228.68,Debit Card,46.0,1829.44,2024-07,2024,Monday
2153,2024-08-24,199,West,Sports,6,208.2,Credit Card,47.0,1249.2,2024-08,2024,Saturday
2497,2023-11-20,334,North,Sports,9,227.32,Debit Card,44.0,2045.88,2023-11,2023,Monday
1013,2024-04-03,234,North,Home & Kitchen,5,235.42,Wallet,42.0,1177.1,2024-04,2024,Wednesday
2767,2024-12-21,113,North,Sports,2,231.23,Debit Card,48.0,462.46,2024-12,2024,Saturday
2414,2023-03-30,431,East,Electronics,7,295.96,Wallet,52.0,2071.72,2023-03,2023,Thursday
1168,2023-11-27,399,North,Electronics,4,271.16,Credit Card,67.0,1084.64,2023-11,2023,Monday
1603,2023-08-18,155,North,Sports,1,258.81,Cash,33.0,258.81,2023-08,2023,Friday
2079,2023-04-28,260,North,Electronics,4,143.04,Wallet,32.0,572.16,2023-04,2023,Friday
1189,2023-08-13,239,East,Home & Kitchen,7,455.86,Credit Card,45.0,3191.02,2023-08,2023,Sunday
2121,2023-05-07,106,North,Books,9,118.07,UPI,53.0,1062.63,2023-05,2023,Sunday
2084,2023-01-15,419,West,Books,2,246.03,Debit Card,66.0,492.06,2023-01,2023,Sunday
1044,2024-05-19,76,North,Sports,9,149.47,Credit Card,47.0,1345.23,2024-05,2024,Sunday
2115,2024-09-07,120,West,Books,9,392.09,Debit Card,26.0,3528.81,2024-09,2024,Saturday
1010,2024-04-11,308,North,Clothing,4,384.78,Debit Card,58.0,1539.12,2024-04,2024,Thursday
2364,2023-09-01,131,North,Electronics,8,52.97,Cash,34.0,423.76,2023-09,2023,Friday
1148,2024-02-11,300,North,Sports,1,181.42,Wallet,68.0,181.42,2024-02,2024,Sunday
1747,2024-07-18,111,East,Clothing,5,373.49,Credit Card,36.0,1867.45,2024-07,2024,Thursday
1014,2023-03-29,380,North,Sports,3,471.88,Debit Card,43.0,1415.64,2023-03,2023,Wednesday
1390,2024-11-15,400,North,Books,1,131.86,Wallet,30.0,131.86,2024-11,2024,Friday
2702,2023-09-28,17,East,Electronics,9,147.0,UPI,24.0,1323.0,2023-09,2023,Thursday
1986,2024-05-25,188,North,Electronics,2,208.21,Debit Card,41.0,416.42,2024-05,2024,Saturday
1745,2024-03-12,138,South,Clothing,1,226.96,Wallet,42.0,226.96,2024-03,2024,Tuesday
2516,2023-03-03,284,South,Books,6,246.03,Debit Card,46.0,1476.18,2023-03,2023,Friday
2222,2023-03-28,125,North,Books,7,295.0,Debit Card,60.0,2065.0,2023-03,2023,Tuesday
1743,2024-12-09,8,West,Electronics,3,201.61,Debit Card,37.0,604.83,2024-12,2024,Monday
2762,2023-12-10,147,South,Electronics,2,22.23,Credit Card,45.0,44.46,2023-12,2023,Sunday
1453,2023-09-29,427,East,Home & Kitchen,3,352.92,Wallet,63.0,1058.76,2023-09,2023,Friday
1607,2023-06-17,455,North,Sports,8,11.32,Debit Card,51.0,90.56,2023-06,2023,Saturday
1893,2024-04-29,261,East,Home & Kitchen,6,358.09,Wallet,49.0,2148.54,2024-04,2024,Monday
1968,2023-06-22,4,South,Clothing,6,194.62,UPI,58.0,1167.72,2023-06,2023,Thursday
1899,2023-03-27,224,West,Home & Kitchen,7,360.92,UPI,49.0,2526.44,2023-03,2023,Monday
2539,2024-11-19,320,South,Books,6,193.08,Credit Card,22.0,1158.48,2024-11,2024,Tuesday
2381,2023-02-11,134,East,Sports,4,227.32,Credit Card,37.0,909.28,2023-02,2023,Saturday
1952,2023-01-06,469,North,Books,3,208.87,Wallet,32.0,626.61,2023-01,2023,Friday
2782,2024-01-27,331,West,Sports,1,117.75,Credit Card,32.0,117.75,2024-01,2024,Saturday
2926,2023-05-10,125,East,Home & Kitchen,2,72.8,Wallet,47.0,145.6,2023-05,2023,Wednesday
2103,2023-05-14,414,North,Home & Kitchen,8,453.4,Cash,32.0,3627.2,2023-05,2023,Sunday
2688,2023-02-02,245,South,Home & Kitchen,9,387.16,Cash,51.0,3484.44,2023-02,2023,Thursday
2578,2023-06-25,50,North,Home & Kitchen,1,63.15,Cash,26.0,63.15,2023-06,2023,Sunday
1026,2023-10-04,86,North,Clothing,6,404.32,UPI,44.0,2425.92,2023-10,2023,Wednesday
2383,2023-02-08,60,South,Home & Kitchen,8,313.26,Credit Card,18.0,2506.08,2023-02,2023,Wednesday
2480,2023-09-02,134,East,Books,7,415.87,Cash,53.0,2911.09,2023-09,2023,Saturday
1480,2023-12-23,399,South,Home & Kitchen,1,168.01,Cash,22.0,168.01,2023-12,2023,Saturday
2189,2023-11-23,289,South,Sports,7,278.16,UPI,25.0,1947.12,2023-11,2023,Thursday
1116,2023-02-10,497,East,Sports,9,217.58,Credit Card,25.0,1958.22,2023-02,2023,Friday
1025,2023-07-11,495,South,Sports,5,448.64,Cash,23.0,2243.2,2023-07,2023,Tuesday
1371,2024-09-17,286,East,Clothing,3,453.26,Wallet,50.0,1359.78,2024-09,2024,Tuesday
2150,2024-07-28,472,South,Home & Kitchen,8,251.45,Wallet,45.0,2011.6,2024-07,2024,Sunday
2042,2023-01-23,400,East,Books,4,271.06,UPI,19.0,1084.24,2023-01,2023,Monday
1650,2024-01-22,282,South,Sports,1,187.84,Wallet,36.0,187.84,2024-01,2024,Monday
1454,2023-07-08,143,North,Sports,8,38.67,UPI,48.0,309.36,2023-07,2023,Saturday
1097,2023-06-06,129,West,Sports,4,184.28,Wallet,48.0,737.12,2023-06,2023,Tuesday
2347,2024-05-26,63,East,Clothing,6,160.12,Wallet,58.0,960.72,2024-05,2024,Sunday
1993,2023-06-21,406,North,Sports,9,315.49,Debit Card,20.0,2839.41,2023-06,2023,Wednesday
2470,2024-02-18,401,East,Home & Kitchen,6,411.68,UPI,40.0,2470.08,2024-02,2024,Sunday
1100,2024-06-04,455,South,Clothing,4,103.47,UPI,39.0,413.88,2024-06,2024,Tuesday
2882,2024-01-17,427,West,Books,9,129.46,Credit Card,21.0,1165.14,2024-01,2024,Wednesday
2518,2023-06-02,173,South,Home & Kitchen,2,299.55,Credit Card,50.0,599.1,2023-06,2023,Friday
1805,2023-07-03,473,West,Electronics,2,291.05,Cash,53.0,582.1,2023-07,2023,Monday
1358,2024-11-30,58,South,Clothing,2,473.98,Wallet,35.0,947.96,2024-11,2024,Saturday
1859,2024-07-26,95,West,Home & Kitchen,7,273.48,UPI,32.0,1914.36,2024-07,2024,Friday
1595,2023-08-03,63,South,Home & Kitchen,6,194.85,Credit Card,68.0,1169.1,2023-08,2023,Thursday
2645,2023-08-11,262,East,Books,7,129.84,Wallet,49.0,908.88,2023-08,2023,Friday
2991,2023-09-08,483,East,Electronics,3,409.47,UPI,45.0,1228.41,2023-09,2023,Friday
2029,2024-07-27,148,East,Books,9,443.04,UPI,29.0,3987.36,2024-07,2024,Saturday
1588,2023-02-11,221,West,Sports,9,116.48,Wallet,34.0,1048.32,2023-02,2023,Saturday
2898,2023-07-05,204,North,Clothing,3,202.29,UPI,55.0,606.87,2023-07,2023,Wednesday
2739,2024-08-13,453,West,Electronics,9,239.35,Debit Card,44.0,2154.15,2024-08,2024,Tuesday
1796,2023-06-15,424,North,Sports,3,323.19,Debit Card,42.0,969.57,2023-06,2023,Thursday
1271,2023-09-11,481,West,Sports,2,70.62,Debit Card,40.0,141.24,2023-09,2023,Monday
1119,2023-07-20,102,South,Books,5,20.38,Credit Card,44.0,101.9,2023-07,2023,Thursday
1118,2023-05-15,428,South,Home & Kitchen,4,82.9,UPI,38.0,331.6,2023-05,2023,Monday
2110,2023-08-06,391,North,Books,1,104.17,Debit Card,44.0,104.17,2023-08,2023,Sunday
2939,2023-10-14,87,West,Sports,5,65.84,Credit Card,33.0,329.2,2023-10,2023,Saturday
2577,2023-09-08,494,North,Clothing,7,430.04,Credit Card,49.0,3010.28,2023-09,2023,Friday
1700,2024-11-28,344,North,Electronics,8,239.35,Credit Card,59.0,1914.8,2024-11,2024,Thursday
2017,2023-11-16,251,North,Sports,1,200.07,UPI,53.0,200.07,2023-11,2023,Thursday
2432,2024-11-18,212,East,Books,4,355.79,Debit Card,29.0,1423.16,2024-11,2024,Monday
2941,2023-01-10,196,North,Clothing,4,203.97,Debit Card,29.0,815.88,2023-01,2023,Tuesday
1165,2024-09-11,303,East,Books,7,418.88,Credit Card,26.0,2932.16,2024-09,2024,Wednesday
1604,2024-06-02,92,East,Books,9,202.13,Debit Card,34.0,1819.17,2024-06,2024,Sunday
2510,2024-12-10,110,North,Sports,5,259.89,Credit Card,44.0,1299.45,2024-12,2024,Tuesday
2826,2024-11-20,284,East,Books,6,481.62,UPI,44.0,2889.72,2024-11,2024,Wednesday
1466,2023-08-08,429,West,Sports,1,29.64,Cash,37.0,29.64,2023-08,2023,Tuesday
2173,2024-10-23,403,North,Books,3,354.01,UPI,66.0,1062.03,2024-10,2024,Wednesday
2200,2024-04-21,86,South,Electronics,8,220.62,Credit Card,56.0,1764.96,2024-04,2024,Sunday
1143,2024-07-28,133,South,Sports,8,99.8,Wallet,64.0,798.4,2024-07,2024,Sunday
1667,2023-08-01,397,South,Clothing,2,178.73,Debit Card,57.0,357.46,2023-08,2023,Tuesday
1114,2024-05-04,305,North,Electronics,9,422.05,UPI,55.0,3798.45,2024-05,2024,Saturday
2088,2023-06-06,100,North,Clothing,8,255.34,UPI,32.0,2042.72,2023-06,2023,Tuesday
2938,2023-10-30,35,North,Sports,2,25.05,Credit Card,54.0,50.1,2023-10,2023,Monday
1379,2024-01-28,333,West,Electronics,6,407.14,Credit Card,60.0,2442.84,2024-01,2024,Sunday
1064,2023-02-04,498,East,Clothing,8,474.07,Debit Card,28.0,3792.56,2023-02,2023,Saturday
2170,2023-06-26,421,North,Books,2,489.97,Cash,40.0,979.94,2023-06,2023,Monday
1652,2023-07-09,34,West,Sports,3,282.37,Wallet,36.0,847.11,2023-07,2023,Sunday
1187,2023-11-14,27,North,Clothing,2,127.25,Debit Card,69.0,254.5,2023-11,2023,Tuesday
1705,2024-12-04,428,West,Clothing,4,88.46,UPI,53.0,353.84,2024-12,2024,Wednesday
1295,2023-04-22,78,North,Sports,5,30.72,Credit Card,56.0,153.6,2023-04,2023,Saturday
1057,2024-07-18,304,West,Books,7,326.33,Credit Card,34.0,2284.31,2024-07,2024,Thursday
1316,2024-11-18,188,West,Clothing,7,298.32,Wallet,49.0,2088.24,2024-11,2024,Monday
1131,2024-04-06,85,South,Home & Kitchen,6,97.45,Cash,44.0,584.7,2024-04,2024,Saturday
2289,2023-04-25,268,East,Home & Kitchen,7,392.73,Debit Card,39.0,2749.11,2023-04,2023,Tuesday
1190,2023-08-22,156,East,Books,9,471.94,Debit Card,53.0,4247.46,2023-08,2023,Tuesday
1028,2024-04-04,290,West,Sports,3,163.43,Credit Card,43.0,490.29,2024-04,2024,Thursday
1526,2023-07-15,12,South,Electronics,7,85.44,Cash,55.0,598.08,2023-07,2023,Saturday
1937,2024-05-17,312,South,Clothing,8,255.34,Wallet,51.0,2042.72,2024-05,2024,Friday
1763,2023-02-03,292,North,Home & Kitchen,9,491.88,Debit Card,28.0,4426.92,2023-02,2023,Friday
2871,2024-03-20,321,South,Home & Kitchen,6,212.29,Debit Card,53.0,1273.74,2024-03,2024,Wednesday
2800,2023-01-02,166,West,Home & Kitchen,7,473.85,Wallet,44.0,3316.95,2023-01,2023,Monday
2637,2023-08-12,162,East,Home & Kitchen,5,300.11,Cash,18.0,1500.55,2023-08,2023,Saturday
1755,2024-04-01,360,East,Clothing,9,327.05,Cash,53.0,2943.45,2024-04,2024,Monday
2592,2024-11-28,324,East,Electronics,2,138.84,Credit Card,58.0,277.68,2024-11,2024,Thursday
2187,2023-12-26,327,South,Home & Kitchen,7,223.17,Debit Card,25.0,1562.19,2023-12,2023,Tuesday
1267,2024-09-15,146,East,Sports,6,315.0,UPI,65.0,1890.0,2024-09,2024,Sunday
1900,2024-04-18,320,East,Clothing,8,254.42,Debit Card,50.0,2035.36,2024-04,2024,Thursday
2799,2023-08-30,93,North,Clothing,6,406.31,UPI,44.0,2437.86,2023-08,2023,Wednesday
1076,2024-12-30,77,South,Home & Kitchen,5,72.57,Debit Card,62.0,362.85,2024-12,2024,Monday
2460,2024-12-22,191,West,Home & Kitchen,8,373.46,UPI,44.0,2987.68,2024-12,2024,Sunday
2406,2023-03-22,190,North,Books,6,257.32,Cash,59.0,1543.92,2023-03,2023,Wednesday
1857,2023-04-17,283,East,Home & Kitchen,3,215.16,Debit Card,21.0,645.48,2023-04,2023,Monday
2279,2023-12-30,436,West,Electronics,6,129.87,Debit Card,55.0,779.22,2023-12,2023,Saturday
1846,2024-06-29,345,West,Books,8,115.51,UPI,64.0,924.08,2024-06,2024,Saturday
1770,2024-11-04,378,South,Sports,2,227.76,Wallet,27.0,455.52,2024-11,2024,Monday
